timestamp,open,high,low,close,volume,fundingRate,markPrice,openInterestAmount,openInterestValue,CMCCirculatingSupply,daily_close_ratio,daily_close_pct_change,log_daily_close_ratio,daily_open_close_ratio,daily_volatility,log_daily_volatility,rolling_20_annual_365_volatility,rolling_20_annual_252_volatility
2025-07-20,117840.01,118856.8,116467.02,117265.12,12962.92889,,,,,,,,,0.9951214362592128,,,,
2025-07-21,117265.11,119676.73,116515.0,117380.36,17107.33128,,,,,,1.0009827304146366,0.00098273041463659,0.0009822478512299445,1.0009828157752976,,,,
2025-07-22,117380.36,120247.8,116128.0,119954.42,20959.12973,,,,,,1.0219292222310443,0.02192922223104432,0.021692235206271098,1.0219292222310443,,,,
2025-07-23,119954.43,120090.0,117301.0,118755.99,14558.75083,,,,,,0.9900092885280927,-0.009990711471907332,-0.01004095354590667,0.9900092059959771,,,,
2025-07-24,118756.0,119450.0,117103.1,118340.99,15806.89043,,,,,,0.9965054394308868,-0.0034945605691132364,-0.0035006808084234644,0.9965053555188791,,,,
2025-07-25,118340.98,118451.57,114723.16,117614.31,38406.34873,,,,,,0.9938594395737267,-0.0061405604262733116,-0.006159491204291899,0.9938595235564215,,,,
2025-07-26,117614.31,118297.35,117138.38,117919.99,6991.67206,,,,,,1.0025990034716015,0.0025990034716014687,0.002595631902628258,1.0025990034716015,,,,
2025-07-27,117919.99,119766.65,117825.5,119415.55,9328.30919,,,,,,1.0126828368964413,0.01268283689644134,0.012603083346820849,1.0126828368964413,,,,
2025-07-28,119415.56,119800.0,117427.5,118062.32,13961.74754,,,,,,0.9886678912419697,-0.011332108758030257,-0.011396806340220294,0.9886678084497532,,,,
2025-07-29,118062.32,119273.36,116950.75,117950.76,15137.93445,,,,,,0.999055075319543,-0.0009449246804570377,-0.0009453714032179849,0.999055075319543,,,,
2025-07-30,117950.75,118792.0,115796.23,117840.3,15586.73631,,,,,,0.999063507517883,-0.000936492482117024,-0.0009369312651676298,0.999063592219634,0.01014625306787753,0.010096051993295255,0.1928848025006952,0.16026985678702318
2025-07-31,117840.29,118922.45,115500.0,115764.08,17010.0073,,,,,,0.982381069973515,-0.017618930026484958,-0.01777599093867902,0.9823811533389811,0.011649020444765686,0.01162164149749525,0.22203114905380017,0.18448783937232427
2025-08-01,115764.07,116052.0,112722.58,113297.93,24487.10206,,,,,,0.9786967598239453,-0.021303240176054672,-0.02153342924967691,0.9786968443663046,0.009959851244167438,0.010011024560319078,0.1912603556745851,0.1589200881333841
2025-08-02,113297.92,114063.49,112003.0,112546.35,11507.33428,,,,,,0.9933663395262385,-0.00663366047376146,-0.006655760991846373,0.9933664272036062,0.009853216769854713,0.009904941150740105,0.18923363498031479,0.15723606621352948
2025-08-03,112546.35,114799.97,111920.0,114208.8,7397.76046,,,,,,1.0147712475793307,0.014771247579330682,0.014663215250676506,1.0147712475793307,0.011740018612262048,0.011774899184470576,0.22495913305225623,0.18692072972979845
2025-08-04,114208.81,115720.0,114107.6,115055.03,9667.67916,,,,,,1.0074094990928895,0.00740949909288946,0.007382183600908784,1.0074094108852023,0.012173507382988866,0.012212530458337213,0.23332006679981931,0.19386791082937158
2025-08-05,115055.03,115127.81,112650.0,114129.75,12042.79078,,,,,,0.9919579352593276,-0.008042064740672372,-0.008074576568790104,0.9919579352593276,0.012179216967003036,0.012213107510732499,0.23333109137035157,0.19387707125215986
2025-08-06,114129.75,115716.0,113355.13,114992.27,9761.15318,,,,,,1.0075573634394188,0.007557363439418818,0.00752894963418136,1.0075573634394188,0.0115271790760557,0.011568913639254738,0.2210237847365641,0.1836508105719075
2025-08-07,114992.27,117621.0,114259.0,117472.01,13468.56263,,,,,,1.021564406024857,0.021564406024856986,0.021335183728332856,1.021564406024857,0.01361448621072034,0.013621115377548685,0.26023104389542,0.21622850320986894
2025-08-08,117472.02,117630.0,115878.71,116674.74,10045.31278,,,82983.91,9743962413.809,19902881.00000000,0.9932131066796253,-0.006786893320374743,-0.00681002901994848,0.9932130221307167,0.0137641408046067,0.013767825020199664,0.2630339276827138,0.21855744658620682
2025-08-09,116674.74,117944.05,116299.13,116462.25,9514.13144,,,82228.761,9590192383.6602,19903403.00000000,0.9981787831710617,-0.0018212168289383213,-0.0018228772606176664,0.9981787831710617,0.01376651702329692,0.013769597280961115,0.2630677866770196,0.21858558035360576
2025-08-10,116462.25,119311.11,116460.63,119294.01,14322.77073,,,84005.291,9780063988.802,19903837.00000000,1.0243148316299917,0.024314831629991707,0.024023932127064194,1.0243148316299917,0.014537453885355526,0.014495961079869899,0.2769449475701309,0.2301162481932424
2025-08-11,119294.27,122335.16,118050.11,118686.0,26494.33429,,,86956.39,10370019072.006,19904184.00000000,0.9949032646316441,-0.005096735368355865,-0.005109768025592827,0.9949010962555033,0.012235391414628786,0.01214715632536396,0.23207109574305634,0.19283012864122942
2025-08-12,118686.0,120324.43,118207.47,120134.08,16720.10893,,,89725.76,10645255106.39375,19904606.00000000,1.0122009335557691,0.012200933555769122,0.01212710210107966,1.0122009335557691,0.011732146052651743,0.011647300373504976,0.2225213611916549,0.18489516140138332
2025-08-13,120134.09,123667.79,118920.92,123306.43,23210.07102,,,88969.703,10683570905.943,19905062.00000000,1.0264067448637388,0.02640674486373884,0.02606410567702287,1.0264066594253138,0.013125981643001376,0.013010678385904483,0.24856866154530896,0.20653811638407912
2025-08-14,123306.44,124474.0,117180.0,118295.09,27980.947586,,,93245.38,11499383918.582,19905281.00000000,0.9593586482067481,-0.0406413517932519,-0.04149029256629387,0.9593585704039465,0.020175147382872436,0.020277941065098323,0.3874095200836633,0.32190233495204634
2025-08-15,118295.09,119216.82,116803.99,117342.05,13623.33874,,,91925.697,10869764688.159822,19905984.00000000,0.9919435371324372,-0.008056462867562786,-0.008089091530436165,0.9919435371324372,0.020176020732594543,0.020278804642694662,0.3874260187104755,0.32191604382139266
2025-08-16,117342.04,117898.99,117143.98,117380.66,6393.68117,,,89022.785,10440774775.66448,19906475.00000000,1.0003290380558376,0.00032903805583761603,0.00032898393468814104,1.0003291233048275,0.02012259046282378,0.020219019252632794,0.38628382043711396,0.3209669801765605
2025-08-17,117380.66,118575.0,117172.21,117405.01,5898.64192,,,90567.59,10626621094.622614,19906903.00000000,1.0002074447357852,0.0002074447357851561,0.00020742322210116917,1.0002074447357852,0.018942636327230464,0.01905069003276893,0.36396292203258024,0.3024203287853011
2025-08-18,117405.01,117543.75,114640.14,116227.05,17745.93954,,,89560.072,10510666575.94478,19907381.00000000,0.9899666973325926,-0.010033302667407429,-0.010083975477294543,0.9899666973325926,0.019101042499141595,0.019207127570076248,0.36695165698632815,0.30490369770188447
2025-08-19,116227.05,116725.69,112732.58,112872.94,18065.47424,,,87486.342,10164478164.3912,19907843.00000000,0.971141743681871,-0.028858256318128994,-0.02928284432910472,0.971141743681871,0.02115600193162125,0.021286059913803595,0.4066696036449285,0.33790572554607173
2025-08-20,112872.95,114615.38,112380.0,114271.24,15636.34194,,,87863.05,9913496421.178354,19908334.00000000,1.0123882659563932,0.012388265956393196,0.012312159298069381,1.0123881762636664,0.019738585266237743,0.019903278475962467,0.380251601368718,0.3159547507335681
2025-08-21,114271.23,114821.76,112015.67,112500.0,10839.69235,,,85994.263,9822337739.89422,19908762.00000000,0.984499686885344,-0.01550031311465605,-0.01562169894735077,0.9844997730399857,0.020067486642518978,0.02022568627222545,0.38641119366758575,0.32107281583152947
2025-08-22,112500.0,117429.05,111684.79,116935.99,23128.09037,,,89657.848,10083056072.852,19909200.00000000,1.0394310222222223,0.03943102222222228,0.03867346942564925,1.0394310222222223,0.024122172585804166,0.024138490723718535,0.4611652177505928,0.38318666087639264
2025-08-23,116936.0,117030.0,114560.0,115438.05,11329.36197,,,88577.47,10354493657.072,19909665.00000000,0.98719008578967,-0.012809914210329953,-0.012892668639070098,0.9871900013682698,0.02200780142364098,0.02203254261336004,0.4209311355952146,0.3497557710323027
2025-08-24,115438.06,115666.68,110680.0,113493.59,21175.98462,,,91748.224,10585644015.2704,19910128.00000000,0.9831558138759273,-0.01684418612407268,-0.016987662875338143,0.9831557287085386,0.018964584369264945,0.01885361249415099,0.3601977609439796,0.2992918198482224
2025-08-25,113493.59,113667.28,109274.1,110111.98,25182.79379,0.0001,113446.30000000,93742.251,10634702155.3962,19910600.00000000,0.9702043965654801,-0.029795603434519924,-0.03024851157390859,0.9702043965654801,0.020655103875385293,0.020591055957152105,0.39339157169690064,0.3268728797690372
2025-08-26,110111.98,112371.0,108666.66,111763.22,18452.43877,4.522e-05,110064.58160507,90123.22,9919374502.201677,19911109.00000000,1.0149960067923582,0.01499600679235824,0.014884678291290745,1.0149960067923582,0.02166236335995222,0.021605857456567887,0.412779327120725,0.3429823541543349
2025-08-27,111763.22,112625.0,110345.42,111262.01,13392.60875,,,89251.985,9970330319.1515,19911556.00000000,0.9955154298525042,-0.004484570147495814,-0.004494655997296272,0.9955154298525042,0.021595405317777875,0.021533302359639416,0.4113931639402302,0.3418305776973974
2025-08-28,111262.01,113485.9,110862.42,112566.9,11104.27744,5.297e-05,111207.83953261,88137.738,9801568720.307554,19912015.00000000,1.011728082208833,0.011728082208833035,0.011659841291183425,1.011728082208833,0.02213837350053198,0.0220953588840772,0.42213123876219083,0.3507529484159394
2025-08-29,112566.9,112638.64,107463.9,108377.4,22580.31045,4.261e-05,112509.45998913,88004.436,9901380762.936428,19912493.00000000,0.96278213222537,-0.03721786777462999,-0.037928131382763526,0.96278213222537,0.02334907052443476,0.023362129472626742,0.4463328568747296,0.3708623080887775
2025-08-30,108377.4,108926.15,107350.1,108816.33,10708.39159,7.523e-05,108332.40000000,89145.425,9657337839.27,19912975.00000000,1.0040500141173345,0.004050014117334522,0.004041834886721533,1.0040500141173345,0.022849848208702186,0.022858946021606708,0.436719550541118,0.36287451843732393
2025-08-31,108816.33,109480.02,108076.93,108246.35,9489.51596,,,89550.131,9739306586.306452,19913503.00000000,0.9947619994168155,-0.005238000583184466,-0.005251767001620112,0.9947619994168155,0.02253643200661396,0.022551222419308334,0.4308404993740339,0.3579895576919653
2025-09-01,108246.36,109912.4,107255.0,109237.42,16053.60219,4.66e-05,108208.30000000,89832.067,9720584238.7628,19913993.00000000,1.009155689776145,0.009155689776144893,0.009114030534832748,1.009155596548466,0.017604531585704204,0.01779265043125516,0.3399281091931472,0.28244956923484377
2025-09-02,109237.43,111771.52,108393.39,111240.01,18510.28756,6.946e-05,109193.10473913,88447.967,9657908124.594114,19914412.00000000,1.018332454208457,0.018332454208457083,0.018166440657325495,1.0183323609865227,0.019085254903105118,0.01926303685625568,0.36801980239899407,0.30579123010514403
2025-09-03,111240.01,112575.27,110528.71,111705.71,11773.72084,,,89269.39,9925816193.34423,19914896.00000000,1.0041864433489354,0.004186443348935365,0.004177704576073605,1.0041864433489354,0.018608078982710143,0.018798540464728647,0.35914561129919814,0.29841757848393946
2025-09-04,111705.72,112180.0,109329.12,110730.87,12203.13536,,,90305.298,10083869835.566502,19915362.00000000,0.9912731408269102,-0.008726859173089796,-0.008765161209067217,0.9912730520872163,0.01605732657387008,0.01620834183702723,0.30965993600022496,0.2572994499929871
2025-09-05,110730.87,113384.62,110206.96,110659.99,21587.40888,,,88078.6,9749517120.46,19915362.00000000,0.9993598894328204,-0.0006401105671796081,-0.0006403155254173387,0.9993598894328204,0.015249143022066201,0.01540760945238868,0.29436196527171776,0.24458821745417117
2025-09-06,110660.0,111307.7,109977.0,110187.97,5000.29897,1.297e-05,110614.90000000,87253.364,9651513408.1872,19916287.00000000,0.9957345016929786,-0.004265498307021387,-0.00427462149747006,0.9957344117115489,0.01524355432991459,0.015402207751426403,0.2942587659197366,0.24450246810975365
2025-09-07,110187.98,111377.19,110180.0,111230.12,2492.55084,1.97e-05,110135.30000000,86989.727,9580639680.0631,19916718.00000000,1.0094579290280055,0.009457929028005463,0.00941348284339108,1.00945783741566,0.015050883459588455,0.015212754808813077,0.2906392725332708,0.24149499588192813
